chunk_id,source,page,document_type,category,section,article,year,is_table,prefix_context,topic_tags,char_count,word_count,quality_flags,include_for_retrieval,content
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p7_0022_cc8c0275090d,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,7,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,569,122,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 7]
ngữ đầu ra.
- Các chứng chỉ được quy đổi tương đương chỉ khi dạng thức thi đánh giá đầy đủ 4 kỹ năng nghe, nói, đọc, viết.
- Chứng chỉ tiếng Anh phải được cấp trong vòng 2 năm tính đến thời điểm xét.
- Chứng chỉ TOEIC 4 kỹ năng: quy đổi tương đương sang các chứng chỉ khác dựa theo kỹ năng đạt điểm thấp nhất.
- Không công nhận sử dụng chứng chỉ tiếng Anh TOEFL iBT theo hình thức Home Edition.
- Các trường hợp quy đổi tương đương khác do Ban Đào tạo đề xuất và trình Giám đốc đại học quyết định."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p8_0023_d3e4a4a1568e,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,8,ngoai_ngu,Ngoại ngữ,,,2025,False,,dao_tao;ngoai_ngu,867,213,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 8]
Phụ lục III
DANH MỤC CÁC HỌC PHẦN NGOẠI NGỮ CƠ BẢN - ĐIỀU KIỆN MIỄN HỌC - CHUẨN NGOẠI NGỮ ĐẦU RA
ĐỐI VỚI CÁC CTĐT CHUẨN VÀ CTĐT TÀI NĂNG CÓ CHUẨN ĐẦU RA LÀ TIẾNG ANH
(Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)
Bảng 3.1 Danh mục các học phần tiếng Anh thuộc khối ngoại ngữ cơ bản và điều kiện miễn học
Mã học Thời Học phần được miễn và học kỳ xếp lớp học
TT Tên học phần
phần lượng
Nhóm 1 Nhóm 2 Nhóm 3 Nhóm 4 Nhóm 5 Nhóm 6
1 FL1131 Tiếng Anh cơ sở 1 4(2-4-0-8) Kỳ 1 M M M M M
2 FL1132 Tiếng Anh cơ sở 2 4(2-4-0-8) Kỳ 2 Kỳ 1 M M M M
3 FL1133 Tiếng Anh cơ sở 3 4(2-4-0-8) ĐK (Kỳ 3) Kỳ 2 Kỳ 1 M M M
4 FL1134 Tiếng Anh cơ sở 4 4(2-4-0-8) ĐK (Kỳ 4) ĐK (Kỳ 4) Kỳ 2 Kỳ 1 M M
5 FL1135 Tiếng Anh cơ sở 5 4(2-4-0-8) ĐK (Kỳ 5) ĐK (Kỳ 5) ĐK (Kỳ 5) Kỳ 2 Kỳ 2 M"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p8_0024_b089c95ce8e8,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,8,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,897,222,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 8]
2 FL1132 Tiếng Anh cơ sở 2 4(2-4-0-8) Kỳ 2 Kỳ 1 M M M M
3 FL1133 Tiếng Anh cơ sở 3 4(2-4-0-8) ĐK (Kỳ 3) Kỳ 2 Kỳ 1 M M M
4 FL1134 Tiếng Anh cơ sở 4 4(2-4-0-8) ĐK (Kỳ 4) ĐK (Kỳ 4) Kỳ 2 Kỳ 1 M M
5 FL1135 Tiếng Anh cơ sở 5 4(2-4-0-8) ĐK (Kỳ 5) ĐK (Kỳ 5) ĐK (Kỳ 5) Kỳ 2 Kỳ 2 M
Ghi chú: Nhóm 1: Không tham gia đánh giá phân loại tiếng Anh đầu vào hoặc đạt trình độ dưới Bậc 1
Nhóm 2: Đạt trình độ Bậc 1 trở lên Kỳ 1: Được xếp học ở kỳ 1
Nhóm 3: Đạt trình độ Bậc 2.1 trở lên Kỳ 2: Được xếp học ở kỳ 2
Nhóm 4: Đạt trình độ Bậc 2.2 trở lên M: Được miễn học (ghi điểm R)
Nhóm 5: Đạt trình độ Bậc 2.3 trở lên
Nhóm 6: Đạt trình độ Bậc 3 trở lên
ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT tại kỳ tương ứng (trong Bảng 3.1) nếu
chưa học hoặc chưa được miễn.
Bậc trình độ dựa trên quy định tại Bảng 2.1 của Phụ lục II."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p8_0025_c74ba7d03285,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,8,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,484,103,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 8]
Nhóm 5: Đạt trình độ Bậc 2.3 trở lên
Nhóm 6: Đạt trình độ Bậc 3 trở lên
ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT tại kỳ tương ứng (trong Bảng 3.1) nếu
chưa học hoặc chưa được miễn.
Bậc trình độ dựa trên quy định tại Bảng 2.1 của Phụ lục II.
Đối với các chứng chỉ APTIS ESOL, Cambridge Assessment English, PEIC: Sinh viên đạt chứng chỉ A1 sẽ thuộc Nhóm 2; đạt
chứng chỉ A2 sẽ thuộc Nhóm 3."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p9_0026_d8bc89c3ed61,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,9,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,893,202,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 9]
Bảng 3.2 Yêu cầu trình độ tiếng Anh theo học kỳ và chuẩn ngoại ngữ đầu ra khi xét tốt nghiệp
Hạng mục Yêu cầu
Đăng ký học tập cho học kỳ 1
Được xếp lớp học theo quy định tại Bảng 3.1
Đăng ký học tập cho học kỳ 2
Sinh viên phải đăng ký học song hành học phần FL1133
Đăng ký học tập cho học kỳ 3
Tiếng Anh cơ sở 3 nếu chưa học hoặc chưa được miễn.
Sinh viên phải đăng ký học song hành học phần FL1134
Đăng ký học tập cho học kỳ 4
Tiếng Anh cơ sở 4 nếu chưa học hoặc chưa được miễn.
Sinh viên phải đăng ký học song hành học phần FL1135
Đăng ký học tập cho học kỳ 5
Tiếng Anh cơ sở 5 nếu chưa học hoặc chưa được miễn.
Chuẩn đầu ra khi xét tốt nghiệp với
Đạt chứng chỉ trình độ tối thiểu Bậc 3 (theo Bảng 2.1 của
CTĐT chuẩn
Phụ lục II)
(trừ các CTĐT nhóm ngành ngôn ngữ)
Được quy định bằng văn bản riêng, phù hợp với chuẩn đầu"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p9_0027_165e1f03c79b,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,9,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,482,106,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 9]
Đăng ký học tập cho học kỳ 5
Tiếng Anh cơ sở 5 nếu chưa học hoặc chưa được miễn.
Chuẩn đầu ra khi xét tốt nghiệp với
Đạt chứng chỉ trình độ tối thiểu Bậc 3 (theo Bảng 2.1 của
CTĐT chuẩn
Phụ lục II)
(trừ các CTĐT nhóm ngành ngôn ngữ)
Được quy định bằng văn bản riêng, phù hợp với chuẩn đầu
Chuẩn đầu ra khi xét tốt nghiệp với
ra CTĐT tài năng trình độ tương ứng do Bộ Giáo dục và
CTĐT tài năng
Đào tạo ban hành."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p10_0028_7bdce0568a1c,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,10,ngoai_ngu,Ngoại ngữ,,,2025,False,,dao_tao;ngoai_ngu,919,202,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 10]
Phụ lục IV
DANH MỤC CÁC HỌC PHẦN NGOẠI NGỮ CƠ BẢN - ĐIỀU KIỆN MIỄN HỌC - CHUẨN NGOẠI NGỮ ĐẦU RA
ĐỐI VỚI CÁC CHƯƠNG TRÌNH TIÊN TIẾN (ELITECH) TĂNG CƯỜNG NGOẠI NGỮ VÀ CTĐT HỢP TÁC QUỐC TẾ
CÓ NGOẠI NGỮ CHÍNH LÀ TIẾNG ANH
(Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)
Bảng 4.1 Danh mục các học phần tiếng Anh thuộc khối ngoại ngữ cơ bản và điều kiện miễn học
(Bảng 4.1 này không áp dụng với CTĐT hợp tác với Đại học TROY, Hoa Kỳ)
Mã học Học phần được miễn và học kỳ xếp lớp học
TT Tên học phần Thời lượng
phần
Nhóm 1 Nhóm 2 Nhóm 3 Nhóm 4
1 FL1211 Listening 1 3(3-1-0-6) M M M
2 FL1212 Speaking 1 3(3-1-0-6) M M M
Kỳ 1
3 FL1213 Reading 1 3(3-0-0-6) M M M
4 FL1214 Writing 1 3(3-1-0-6) M M M
5 FL1221 Listening 2 2(2-1-0-4) M M
6 FL1222 Speaking 2 1(1-1-0-4) M M
Kỳ 2 Kỳ 1
7 FL1223 Reading 2 1(1-1-0-4) M M"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p10_0029_b39da87df481,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,10,ngoai_ngu,Ngoại ngữ,,,,False,,ngoai_ngu,856,192,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 10]
phần
Nhóm 1 Nhóm 2 Nhóm 3 Nhóm 4
1 FL1211 Listening 1 3(3-1-0-6) M M M
2 FL1212 Speaking 1 3(3-1-0-6) M M M
Kỳ 1
3 FL1213 Reading 1 3(3-0-0-6) M M M
4 FL1214 Writing 1 3(3-1-0-6) M M M
5 FL1221 Listening 2 2(2-1-0-4) M M
6 FL1222 Speaking 2 1(1-1-0-4) M M
Kỳ 2 Kỳ 1
7 FL1223 Reading 2 1(1-1-0-4) M M
8 FL1224 Writing 2 2(2-1-0-4) M M
9 FL1231 Listening 3 2(2-1-0-4) M
10 FL1232 Speaking 3 1(1-1-0-4) M
ĐK (Kỳ 3) Kỳ 2 Kỳ 1
11 FL1233 Reading 3 1(1-1-0-4) M
12 FL1234 Writing 3 2(2-1-0-4) M
Ghi chú: Nhóm 1: Không tham gia đánh giá phân loại tiếng Anh đầu vào hoặc đạt trình độ từ Bậc 2.2 trở xuống;
Nhóm 2: Đạt trình độ Bậc 2.3 đến Bậc 3.1 M: Được miễn học (ghi điểm R)
Nhóm 3: Đạt trình độ Bậc 3.2 Kỳ 1: Được xếp học ở kỳ 1
Nhóm 4: Đạt trình độ Bậc 4 trở lên Kỳ 2: Được xếp học ở kỳ 2"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p10_0030_e4bab62a133e,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,10,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,462,108,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 10]
Ghi chú: Nhóm 1: Không tham gia đánh giá phân loại tiếng Anh đầu vào hoặc đạt trình độ từ Bậc 2.2 trở xuống;
Nhóm 2: Đạt trình độ Bậc 2.3 đến Bậc 3.1 M: Được miễn học (ghi điểm R)
Nhóm 3: Đạt trình độ Bậc 3.2 Kỳ 1: Được xếp học ở kỳ 1
Nhóm 4: Đạt trình độ Bậc 4 trở lên Kỳ 2: Được xếp học ở kỳ 2
ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT tại kỳ 3 nếu chưa được miễn."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p11_0031_bf0548c92ce5,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,11,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,892,195,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 11]
Đối với các chứng chỉ APTIS ESOL, Cambridge Assessment English, PEIC: Sinh viên đạt chứng chỉ A2 sẽ thuộc Nhóm 2;
đạt chứng chỉ B1 sẽ thuộc Nhóm 3.
Bậc trình độ dựa trên quy định tại Bảng 2.1 của Phụ lục II.
Bảng 4.2 Yêu cầu trình độ tiếng Anh theo học kỳ và chuẩn ngoại ngữ đầu ra khi xét tốt nghiệp
(Bảng 4.2 này không áp dụng với CTĐT hợp tác với Đại học TROY, Hoa Kỳ)
Hạng mục Yêu cầu
Đăng ký học tập cho học kỳ 1
Được xếp lớp học theo quy định tại Bảng 4.1
Đăng ký học tập cho học kỳ 2
Sinh viên phải đăng ký học song hành toàn bộ các học phần chưa
Đăng ký học tập cho học kỳ 3
được miễn của nhóm gồm {FL1231, FL1232, FL1233, FL1234}
Đạt chứng chỉ trình độ tối thiểu Bậc 4 (theo Bảng 2.1 của Phụ lục
Chuẩn đầu ra khi xét tốt nghiệp
II)
Bảng 4.3 Yêu cầu chuẩn tiếng Anh đối với CTĐT hợp tác với Đại học TROY, Hoa Kỳ"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p11_0032_5bb74993ef49,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,11,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,528,112,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 11]
Đăng ký học tập cho học kỳ 3
được miễn của nhóm gồm {FL1231, FL1232, FL1233, FL1234}
Đạt chứng chỉ trình độ tối thiểu Bậc 4 (theo Bảng 2.1 của Phụ lục
Chuẩn đầu ra khi xét tốt nghiệp
II)
Bảng 4.3 Yêu cầu chuẩn tiếng Anh đối với CTĐT hợp tác với Đại học TROY, Hoa Kỳ
Hạng mục Yêu cầu trình độ ngoại ngữ tối thiểu
+ Có chứng chỉ tiếng Anh VSTEP trình độ B2 trở lên;
Hoặc
Yêu cầu đầu khóa học
+ Có chứng chỉ IELTS (Academic) đạt 5.5 trở lên hoặc tương
đương."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p12_0033_ca582ce9386e,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,12,ngoai_ngu,Ngoại ngữ,,,2025,False,,dao_tao;ngoai_ngu,920,205,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 12]
Phụ lục V
DANH MỤC CÁC HỌC PHẦN NGOẠI NGỮ CƠ BẢN - ĐIỀU KIỆN MIỄN HỌC - CHUẨN NGOẠI NGỮ ĐẦU RA
ĐỐI VỚI CÁC CTĐT VIỆT - PHÁP PFIEV VÀ CÔNG NGHỆ THÔNG TIN VIỆT – PHÁP
(Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)
Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học
Mã học Thời Học phần được miễn và học kỳ xếp lớp học
TT Tên học phần
phần lượng Nhóm 1 Nhóm 2 Nhóm 3
1 FL1801 Tiếng Pháp PFIEV 1 3(1-4-0-6) Kỳ 1 M M
2 FL1802 Tiếng Pháp PFIEV 2 3(1-4-0-6) Kỳ 2 M M
3 FL1803 Tiếng Pháp PFIEV 3 3(1-4-0-6) ĐK (Kỳ 3) Kỳ 1 M
4 FL1804 Tiếng Pháp PFIEV 4 3(1-4-0-6) ĐK (Kỳ 4) Kỳ 2 M
Ghi chú:
Nhóm 1: Đạt trình độ dưới mức DELF A1 hoặc tương đương;
Nhóm 2: Đạt trình độ DELF A1 hoặc tương đương;
Nhóm 3: Đạt trình độ DELF A2 hoặc tương đương;
M: được miễn học (ghi điểm R)."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p12_0034_0bf954243408,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,12,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,504,112,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 12]
4 FL1804 Tiếng Pháp PFIEV 4 3(1-4-0-6) ĐK (Kỳ 4) Kỳ 2 M
Ghi chú:
Nhóm 1: Đạt trình độ dưới mức DELF A1 hoặc tương đương;
Nhóm 2: Đạt trình độ DELF A1 hoặc tương đương;
Nhóm 3: Đạt trình độ DELF A2 hoặc tương đương;
M: được miễn học (ghi điểm R).
Kỳ 1: Được xếp học ở kỳ 1
Kỳ 2: Được xếp học ở kỳ 2
ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa
học hoặc chưa được miễn."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p13_0035_3c3b35859c45,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,13,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,873,195,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 13]
Bảng 5.2 Yêu cầu trình độ tiếng Pháp theo học kỳ và chuẩn ngoại ngữ đầu ra khi xét tốt nghiệp
Hạng mục Yêu cầu với CTĐT Việt - Pháp PFIEV Yêu cầu với CTĐT CNTT Việt - Pháp
Đăng ký học tập cho học kỳ 1
Được xếp lớp học theo quy định tại Bảng 5.1 (số học phần xếp học trong học kỳ có thể khác
giữa các lớp của CTĐT Việt - Pháp PFIEV và CTĐT CNTT Việt - Pháp)
Đăng ký học tập cho học kỳ 2
Sinh viên phải đăng ký học song hành học phần FL1803 Tiếng Pháp PFIEV 3 nếu chưa học
Đăng ký học tập cho học kỳ 3
hoặc chưa được miễn.
Sinh viên phải đăng ký học song hành học phần FL1804 Tiếng Pháp PFIEV 4 nếu chưa học
Đăng ký học tập cho học kỳ 4
hoặc chưa được miễn.
Chuẩn đầu ra khi xét tốt
Đạt trình độ tối thiểu DELF B1 hoặc tương đương theo Bảng 5.3
nghiệp cử nhân
Đạt trình độ tối thiểu DELF B2 (hoặc tương"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p13_0036_4148033289f0,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,13,ngoai_ngu,Ngoại ngữ,,,,False,,dao_tao;ngoai_ngu,804,173,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 13]
Sinh viên phải đăng ký học song hành học phần FL1804 Tiếng Pháp PFIEV 4 nếu chưa học
Đăng ký học tập cho học kỳ 4
hoặc chưa được miễn.
Chuẩn đầu ra khi xét tốt
Đạt trình độ tối thiểu DELF B1 hoặc tương đương theo Bảng 5.3
nghiệp cử nhân
Đạt trình độ tối thiểu DELF B2 (hoặc tương
Chuẩn đầu ra khi xét tốt đương theo Bảng 5.3) hoặc Chứng chỉ tiếng
Không có
nghiệp kỹ sư chuyên sâu Anh đạt trình độ tối thiểu từ Bậc 4 (theo Phụ
lục II)
Đạt trình độ tối thiểu DELF B1 (hoặc tương
Điều kiện ngoại ngữ để đăng ký đương theo Bảng 5.3) và Chứng chỉ TOEIC
nhận Phụ lục văn bằng kỹ sư của quốc tế với tổng hai kỹ năng Nghe & Đọc đạt Không có
phía Pháp. từ 600 điểm trở lên (hoặc chứng chỉ tiếng Anh
tương đương theo quy định của phía Pháp)."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p14_0037_3ba91429472f,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,14,ngoai_ngu,Ngoại ngữ,,,,False,,ngoai_ngu,849,201,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 14]
Bảng 5.3 Bảng quy đổi tương đương các văn bằng, chứng chỉ tiếng Pháp
Chứng chỉ TCF 4 kỹ năng
Chứng chỉ
DELF Điểm bài thi trắc nghiệm Điểm bài thi Diễn đạt Nói & Viết
TCF
(Nghe - Đọc & Kiến thức ngôn ngữ)
Diễn đạt nói: 1/20
DELF A1 101 ÷ 199 101 ÷ 199
Diễn đạt viết: 1/20
Diễn đạt nói: 2 ÷ 5/20
DELF A2 200 ÷ 299 200 ÷ 299
Diễn đạt viết: 2 ÷ 5/20
Diễn đạt nói: 6 ÷ 9/20
DELF B1 300 ÷ 399 300 ÷ 399
Diễn đạt viết: 6 ÷ 9/20
Diễn đạt nói: 10 ÷ 13/20
DELF B2 400 ÷ 499 400 ÷ 499
Diễn đạt viết: 10 ÷ 13/20
Diễn đạt nói: 14 ÷ 17/20
DELF C1 500 ÷ 599 500 ÷ 599
Diễn đạt viết: 14 ÷ 17/20
Diễn đạt nói: 18 ÷ 20/20
DELF C2 600 ÷ 699 600 ÷ 699
Diễn đạt viết: 18 ÷ 20/20
Ghi chú: Văn bằng DELF được công nhận vô thời hạn; Chứng chỉ TCF có giá trị công nhận trong vòng 2 năm kể từ ngày cấp."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p15_0038_b927c3b1083a,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,15,ngoai_ngu,Ngoại ngữ,,,2025,False,,dao_tao;ngoai_ngu,849,195,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 15]
Phụ lục VI
DANH MỤC CÁC HỌC PHẦN NGOẠI NGỮ CƠ BẢN - ĐIỀU KIỆN MIỄN HỌC - CHUẨN NGOẠI NGỮ ĐẦU RA
ĐỐI VỚI CÁC CTĐT CÓ NGOẠI NGỮ CHÍNH LÀ TIẾNG ĐỨC
(Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)
Bảng 6.1 Danh mục các học phần tiếng Đức thuộc khối ngoại ngữ cơ bản và điều kiện miễn học
TT Mã học Tên học Thời lượng Học phần được miễn và học kỳ xếp lớp học
phần phần
Nhóm 1 Nhóm 2 Nhóm 3 Nhóm 4 Nhóm 5
1 FLG1001 Tiếng Đức 1 8(4-8-0-16) Kỳ 1 M M M M
2 FLG1002 Tiếng Đức 2 6(5-2-0-12) Kỳ 2 Kỳ 1 M M M
3 FLG1003 Tiếng Đức 3 6(5-2-0-12) ĐK (Kỳ 3) Kỳ 2 M M M
4 FLG1004 Tiếng Đức 4 6(5-2-0-12) ĐK (Kỳ 4) ĐK (Kỳ 4) Kỳ 1 M M
5 QT1524 (*) Tiếng Đức 5 0(5-2-0-12) M M
6 QT1528 (*) Tiếng Đức 6 0(4-4-0-12) M
7 QT1529 (*) Tiếng Đức 7 0(4-4-0-12) M"
